model_id,model_type_id,name,description,private,resistance_type
2604,40292,Stx2A,"Shiga toxin are A-B toxins produced by several enteric pathogens, most importantly Shigella dysenteriae (serotype 1 only) and Enterohaemorrhagic Escherichia coli (EHEC). Shiga toxins are important factors in disease pathogenesis and are responsible for the haemolytic uremic syndrome (HUS). Subunit A is the active component of the toxin.",1,0
2600,40292,Pic,Pic from Enteroaggregative Escherichia coli (EAEC) is a multifunctional protein involved in enteric pathogenesis,1,0
2493,40292,TraY,conjugal transfer protein,1,0
2569,40292,exoenzyme T,The Pseudomonas aeruginosa exoenzyme T (ExoT) is a bacterial GTPase-activating protein (GAP) contributes to actin cytoskeleton disruption,1,0
2565,40292,Staphylococcal enterotoxin K,Staphylococcal enterotoxins are prototype superantigens characterized by their ability to bind to major histocompatibility complex (MHC) class II molecules and subsequently activate a large fraction of T-lymphocytes.,1,0
2641,40292,YstB,"YstB is a novel subtype of the heat-stable enterotoxin of Yersinia enterocolitica (Yst). Yst is important in causing Yersinia-associated diarrhoea, and YstB may play an important role in the pathogenesis,",1,0
2475,40292,T7 phage exclusion protein,Responsible for the exclusion of phage T7 by plasmid F. Growth of bacteriophage T7 is inhibited in cells of E.coli that carries the plasmid F,1,0
2602,40292,Set1B,Shigella enterotoxin 1 from Shigella flexneri 2a is an A-B toxin involved in the pathogenesis of diarrheal illness. Shigella enterotoxin 1 comprises a single 20-kDa catalytic A subunit encoded by the setA gene and five 7-kDa B subunits encoded by the setB gene.,1,0
2590,40292,pertussis toxin subunit 3,"Subunits S2 to S5 of pertussis toxin constitute a heteromultimeric complex referred to as the B oligomer, responsible for the binding of the toxin to its receptors on the surface of the target cells.",1,0
2726,40292,TraC,conjugal transfer ATP-binding protein,1,0
2618,40292,PlcC,"Phospholipases C play a role in the pathogenesis of Mycobacterium tuberculosis, the causative agent of tuberculosis. Mycobacterium tuberculosis possesses four genes encoding putative phospholipases C, plcA, plcB, plcC and plcD. However, the contribution of these genes to virulence is unknown.",1,0
2622,40292,Salmonella plasmid virulence SpvB,The spvB gene on the Salmonella virulence plasmid encodes an ADP-ribosylating toxin that modifies actin directly and totally disrupt the cytoskeleton of the cell,1,0
2592,40292,pertussis toxin subunit 5,"Subunits S2 to S5 of pertussis toxin constitute a heteromultimeric complex referred to as the B oligomer, responsible for the binding of the toxin to its receptors on the surface of the target cells.",1,0
2571,40292,exoenzyme Y,Exoenzyme Y is a toxin of Pseudomonas aeruginosa with adenylate cyclase activity that elevates the intracellular cAMP levels.,1,0
2481,40292,SopB,partition protein,1,0
2606,40292,Stx2B,"Shiga toxin are A-B toxins produced by several enteric pathogens, most importantly Shigella dysenteriae (serotype 1 only) and Enterohaemorrhagic Escherichia coli (EHEC). Shiga toxins are important factors in disease pathogenesis and are responsible for the haemolytic uremic syndrome (HUS). B subunits form a pentameric structure binding to its cellular receptor.",1,0
2453,40292,SgrA,"SgrA, or Serine glutamate repeat A, is an LPxTG (Leu-Pro-any-Thr-Gly) surface adhesin that binds to fibrinogen and nidogen.",1,0
2491,40292,TraM,conjugal transfer protein,1,0
2629,40292,CtxB,"Cholera toxin from Vibrio cholerae is an AB toxin that causes severe disruption of intestinal cell function, leading to the watery secretory diarrhea characteristic of cholera. The B subunit is the receptor binding subunit.",1,0
2496,40292,traK,conjugal transfer protein,1,0
2564,40292,Staphylococcal enterotoxin H,Staphylococcal enterotoxins are prototype superantigens characterized by their ability to bind to major histocompatibility complex (MHC) class II molecules and subsequently activate a large fraction of T-lymphocytes.,1,0
2664,40292,prevent host death family protein,antitoxin,1,0
2470,40292,EbpA,"EbpA, is an ancillary structural protein subunit at the tip of the endocarditis and biofilm-associated Ebp pili.",1,0
2552,40292,Fertility inhibition protein,"One of the components on the FinOP fertility inhibition complex, which inhibits the expression of traJ gene, which in turn regulates the expression of some 20 transfer genes. The transfer genes are responsible for the process, called conjugal transfer, in which DNA is transmitted from one bacterial host to another. RNA-binding that interacts with the traJ mRNA and its antisense RNA, finP, stabilizing finP against endonucleolytic degradation and facilitating sense-antisense RNA recognition.",1,0
2498,40292,ResD,resolvase,1,0
2638,40292,YaxB,YaxAB from Yersinia enterocolitica is a pore-forming toxin that mediates cell death occurs via osmotic lysis through the formation of distinct membrane pores. Both YaxA and YaxB are required for cytotoxic activity.,1,0
2637,40292,YaxA,YaxAB from Yersinia enterocolitica is a pore-forming toxin that mediates cell death occurs via osmotic lysis through the formation of distinct membrane pores. Both YaxA and YaxB are required for cytotoxic activity.,1,0
2485,40292,group II intron reverse transcriptase/maturase,def,1,0
2617,40292,PlcB,"Phospholipases C play a role in the pathogenesis of Mycobacterium tuberculosis, the causative agent of tuberculosis. Mycobacterium tuberculosis possesses four genes encoding putative phospholipases C, plcA, plcB, plcC and plcD. However, the contribution of these genes to virulence is unknown.",1,0
2605,40292,Stx1B,"Shiga toxin are A-B toxins produced by several enteric pathogens, most importantly Shigella dysenteriae (serotype 1 only) and Enterohaemorrhagic Escherichia coli (EHEC). Shiga toxins are important factors in disease pathogenesis and are responsible for the haemolytic uremic syndrome (HUS). B subunits form a pentameric structure binding to its cellular receptor.",1,0
2616,40292,PlcA,"Phospholipases C play a role in the pathogenesis of Mycobacterium tuberculosis, the causative agent of tuberculosis. Mycobacterium tuberculosis possesses four genes encoding putative phospholipases C, plcA, plcB, plcC and plcD. However, the contribution of these genes to virulence is unknown.",1,0
2619,40292,PlcD,"Phospholipases C play a role in the pathogenesis of Mycobacterium tuberculosis, the causative agent of tuberculosis. Mycobacterium tuberculosis possesses four genes encoding putative phospholipases C, plcA, plcB, plcC and plcD. However, the contribution of these genes to virulence is unknown.",1,0
2414,40292,toxin B,Clostridium difficile toxin B is a toxin generated by Clostridium difficile.,1,0
2448,40292,DnaJ,"Chaperone DnaJ, also known as Hsp40 (heat shock protein 40 kD), is a molecular chaperone protein. The J domain of DnaJ interacts with Hsp70 heat shock proteins. DnaJ heat-shock proteins play a role in regulating the ATPase activity of Hsp70 heat-shock proteins.",1,0
2465,40292,C protein,transcriptional regulator,1,0
2533,40292,AbiK,"A reverse transcriptase (RT) is an enzyme used to generate complementary DNA (cDNA) from an RNA template, a process termed reverse transcription.",1,0
2668,40292,ResA,a nuclease which is involved in DNA recombination.,1,0
2461,40292,Major pili subunit operon regulatory protein papB,May act as both positive and negative regulator of pap transcription. Might positively regulate levels of papI and/or mbf. Its autoregulatory mode of action involves differential binding to separate sites.,1,0
2586,40292,adenylate cyclase toxin,"Adenylate cyclase toxin (ACT) from Bordetella pertussis is a member of the RTX (repeats in toxin) family of toxins. ACT binds cell membranes and cause disruption of the permeability barrier, leading to efflux of cell contents.",1,0
2543,40292,CylL,"Cytolysin is comprised of two nonidentical peptide subunits: CylLL(the long subunit) and CylLS (the short subunit), both of which are required for lytic activity",1,0
2560,40292,Staphylococcal enterotoxins C1,Staphylococcal enterotoxins are prototype superantigens characterized by their ability to bind to major histocompatibility complex (MHC) class II molecules and subsequently activate a large fraction of T-lymphocytes.,1,0
2583,40292,NheA,"NheA is a cytolytic protein component of nonhemolytic enterotoxin. Along with two binding components NheB and NheC, nonhemolytic enterotoxin is a pore-forming toxin possesses hemolytic, cytotoxic, dermonecrotic, and vascular permeability activities",1,0
2540,40292,CylA,"CylA is a serine protease for removing the six-amino-acid sequences from N-terminus of each cytolysin subunit (CylLL' and CylLS', post modified products  of CylLL and CylLS by CylM) and generates the active toxin subunits, CylLL'' and CylLS''",1,0
2450,40292,Acm,Acm is a collagen adhesin precursor. This adhesin interacts with collagen type I and to a lesser extent with collagen type IV.,1,0
2640,40292,Yst,"Yst is a low-molecular-mass, heat-stable enterotoxin, characteristic only of the virulent strains of Yersinia enterocolitica. Yst is important in causing Yersinia-associated diarrhoea",1,0
2500,40292,InsA,tranposase,1,0
2584,40292,NheB,"NheB is a binding component of nonhemolytic enterotoxin. Along with another binding components NheC and  cytolytic protein component NheA, nonhemolytic enterotoxin is a pore-forming toxin possesses hemolytic, cytotoxic, dermonecrotic, and vascular permeability activities",1,0
2738,40292,TraO,conjugal transfer protein the forms the bulk of type IV secretion complex that spans outer membrane and periplasm,1,0
2553,40292,TraI,conjugal transfer protein,1,0
2557,40292,toxic shock syndrome toxin-1,Toxic shock syndrome toxin-1 is a potent superantigen produced by Staphylococcus aureus.,1,0
2620,40292,Community Acquired Respiratory Distress Syndrome toxin,"CARDS toxin (Community Acquired Respiratory Distress Syndrome toxin) is a ADP-ribosylating and vacuolating cytotoxin from Mycoplasma pneumoniae. CARDS toxin binds to human surfactant protein A and annexin A2 on airway epithelial cells and is internalized, leading to disruption of monolayer integrity and cell death.",1,0
2739,40292,tnpA,ISNCY family-transposase,1,0
2613,40292,listeriolysin O,"Listeriolysin O from Listeria monocytogenes is a toxin that mediates lysis of the primary phagosomes formed after the uptake of extracellular bacteria, and is required for the efficient escape from the double-membrane vacuole that forms upon cell-to-cell spead.",1,0
2558,40292,Staphylococcal enterotoxin A,Staphylococcal enterotoxins are prototype superantigens characterized by their ability to bind to major histocompatibility complex (MHC) class II molecules and subsequently activate a large fraction of T-lymphocytes.,1,0
2504,40292,PemI,Antitoxin component of a type II toxin-antitoxin (TA) module. Labile antitoxin that binds to its cognate PemK endoribonuclease toxin and neutralizes its activity. Responsible for the stable maintenance of the plasmid during cell division. Both PemI and PemK proteins bind to the promoter region of the pem operon to autoregulate their synthesis.,1,0
2572,40292,phospholipase C,Phospholipase C suppresses neutrophil respiratory burst activity and thus facilitate chronic persistent infection by Pseudomonas aeruginosa.,1,0
2574,40292,RtxA,The repeat in toxin A(RtxA) is a toxin produced by Aeromonas hydrophila that disrupted the actin cytoskeleton and induce host cell apoptosis,1,0
2624,40292,Streptococcus beta-haemolysin,"Beta-haemolysin from group A Streptococcus and group B Streptococcus is a pore-forming toxin that induces apoptosis of host cells, promotes cellular invasion, and triggers iNOS and cytokine release.",1,0
2607,40292,EltA,heat-labile toxin from Enterotoxigenic Escherichia coli (ETEC) is an AB toxin that ADP ribosylates and activates adenylate cyclase resulting in ion secretion. This causes cholera-like diarrhea in humans and animals.The A subunit functions enzymatically as an ADP-ribosyltransferase.,1,0
2630,40292,multifunctional autoprocessing RTX toxin,"Multifunctional autoprocessing RTX toxins (MARTX) are large exotoxins of 350–560 kDa produced by many species of Vibrio. MARTX is capable of inducing cytopathic activities in host cells including actin depolymerization, Rho inactivation, caspase 3/7-dependent apoptosis, and induction of reactive oxygen species.",1,0
2460,40292,RepA,This protein is essential for plasmid replication; it is involved in copy control functions,1,0
2599,40292,plasmid-encoded enterotoxin,"Plasmid-encoded enterotoxin from Enteroaggregative Escherichia coli (EAEC) is a serine protease, leading to cytoskeletal changes and epithelial-cell rounding by cleavage of the cytoskeletal protein spectrin",1,0
2730,40292,TraV,conjugal transfer protein,1,0
2473,40292,EbpC,EbpC is the major pilin of the endocarditis and biofilm-associated Ebp pili. EbpC polymerizes and forms the fiber backbone.,1,0
2631,40292,thermostable direct hemolysin,"Thermostable direct hemolysin (TDH) from Vibrio parahaemolyticus is a pore-forming toxin that forms pores of ~2nm in diameter on host cell membrane, allowing both water and ions to flow through the membrane. This toxin also exerts a variety of biological activities such as hemolytic activity, cytotoxicity, cardiotoxicity, and enterotoxicity",1,0
2591,40292,pertussis toxin subunit 4,"Subunits S2 to S5 of pertussis toxin constitute a heteromultimeric complex referred to as the B oligomer, responsible for the binding of the toxin to its receptors on the surface of the target cells.",1,0
2516,40292,exfoliative toxin B,exfoliative toxin B (ETB) is a heat sensitive toxin primarily responsible for the skin manifestation of staphylococcal scalded skin syndrome and bullous impetigo.,1,0
2505,40292,PemK,Toxic component of a type II toxin-antitoxin (TA) module. Probably functions as an endoribonuclease. Responsible for the stable maintenance of the plasmid during cell division by postsegregational killing of plasmid-less daughter cells. Neutralized by coexpression with cognate antitoxin PemI. Both PemI and PemK proteins bind to the promoter region of the pem operon to autoregulate their synthesis.,1,0
2597,40292,hemolysin,"Hemolysin from Escherichia coli is a RTX protein secreted by a type I secretion system that is cytotoxic to many types of cells: erythrocytes, granulocytes, monocytes, endothelial cells and renal epithelial cells",1,0
2479,40292,repA2,This protein is involved in the determination of copy number in gene replication. It binds to the repA promoter thus inhibiting the synthesis of the mRNA for the initiator protein RepA.,1,0
2502,40292,DNA resolvase,DNA resolvase,1,0
2578,40292,protective antigen,The protective antigen forms a oligomer that creates a membrane-spanning channel that LF and EF translocate through to enter the cytosol,1,0
2735,40292,MazG,A nucleotide pyrophosphohydrolase,1,0
2549,40292,IncFII family plasmid replication intiator RepA,Initiates plasmid replication.,1,0
2593,40292,CdtA,"The cytolethal distending toxin subunits CdtA and CdtC associate with the nuclease CdtB to form a ternary complex that translocates CdtB into the host cell, where it acts as a genotoxin by creating DNA lesions",1,0
2579,40292,cytotoxin K,"Cytotoxin K from Bacillus cereus belongs to the family of oligomeric β-barrel pore-forming toxins. Cytotoxin K may be responsible for a disease that is similar to, although not as severe as, the necrotic enteritis caused by the beta-toxin of C. perfringens type C",1,0
2714,40292,TrbB,conjugal transfer pilin assembly thiol-disulfide isomerase,1,0
2728,40292,TraP,conjugal transfer protein,1,0
2456,40292,intl1,"Integrons are genetic mechanisms that allow bacteria to adapt and evolve rapidly through the acquisition, stockpiling and differential expression of new genes. Additionally, an integron will usually contain one or more gene cassettes that have been incorporated into it.",1,0
2444,40292,taxB,conjugal transfer protein,1,0
2538,40292,Topoisomerase III,Topoisomerase III can introduce single-strand breaks that are required for DNA to be exchanged by adjacent chromosomes.,1,0
2452,40292,Scm,"Scm is a collagen adhesin produced by Enterococcus faecium. Also known as second collagen adhesin of E. faecium, this adhesin binds to collagen type V and fibrinogen",1,0
2488,40292,PsiA,plasmid SOS inhibition protein A,1,0
2535,40292,transposon DNA invertase,Enzyme that repress transposases,1,0
2665,40292,death on curing protein (doc),toxin,1,0
2537,40292,transposon Tn552 resolvase,Resolvase catalyzes the resolution (a site-specific recombination) of the cointegrated replicon to yield the final transposition products,1,0
2499,40292,uvrD,helicase,1,0
2601,40292,Set1A,Shigella enterotoxin 1 from Shigella flexneri 2a is an A-B toxin involved in the pathogenesis of diarrheal illness. Shigella enterotoxin 1 comprises a single 20-kDa catalytic A subunit encoded by the setA gene and five 7-kDa B subunits encoded by the setB gene,1,0
2589,40292,pertussis toxin subunit 2,"Subunits S2 to S5 of pertussis toxin constitute a heteromultimeric complex referred to as the B oligomer, responsible for the binding of the toxin to its receptors on the surface of the target cells.",1,0
2715,40292,TraQ,conjugal transfer pilin chaperone,1,0
2512,40292,HlgA,HlgA is one of the S components of γ-hemolysin. HlgA may combine with any of the F components (HlgB or LukF-PV) produced by Staphylococcus aureus to form an active toxin molecule.,1,0
2639,40292,yersinia murine toxin,Yersinia murine toxin (Ymt) is a toxin unique to Yersinia pestis that posess intracellular phospholipase D activity. This appeared to protect Y. pestis from a cytotoxic digestion product of blood plasma in the flea gut.,1,0
2555,40292,LukF-PV,Panton-Valentine leukocidin chain F precursor,1,0
2536,40292,IS6 family transposase,The transposase produces nicks at the donor and the recipient sites. The 3' end of the transposon is ligated to the 5' end of the target sequence. The transposon is duplicated after DNA replication.,1,0
2559,40292,Staphylococcal enterotoxin B,Staphylococcal enterotoxin B is a member of a family of toxins known as superantigens that activate a large number of T-cells (up to 20%) by cross-linking MHC class II molecules with T-cell receptors in a Vbeta-restricted fashion.,1,0
2509,40292,ArgR family transcriptional regulator,Arginine repressor,1,0
2541,40292,CylB,"CylB proteolytically cleaved and secreted the cytolysin subunits from the cell. CylB functions as an ABC transporter (C-terminal ATP-binding domain) and a signal peptidase (N-terminal cysteine protease domain), generating CylLL' and CylLS' from CylLL and CylLS.",1,0
2480,40292,SopA,partitioning protein,1,0
2673,40292,StbD,Part of the PhdYeFM antitoxin toxin system,1,0
2459,40292,Asc10,"Asc1 is an aggregation substance encoded on pheromone-inducible conjugative plasmid pTEF2 from Enterococcus faecalis that has been implicated in binding to components of the extracellular matrix such as fibrin, fibronectin, thrombospondin, vitronectin and collagen type I.",1,0
2532,40292,bin,resolvase/integrase  a nuclease which is involved in DNA recombination.,1,0
2595,40292,CdtC,"The cytolethal distending toxin subunits CdtA and CdtC associate with the nuclease CdtB to form a ternary complex that translocates CdtB into the host cell, where it acts as a genotoxin by creating DNA lesions",1,0
2469,40292,replication initiation protein RepE,replication initiation protein,1,0
2474,40292,SrtC,SrtC is a sortase responsible for the assembly of pili and their cell wall attachment via a mechanism of cross-linking of the Ebp proteins.,1,0
2492,40292,TraJ,conjugal transfer protein,1,0
2740,40292,transcription termination factor NusG,A transcription termination factor,1,0
2587,40292,dermonecrotic toxin,Dermonecrotic toxin (Dnt) from Bordetella bronchiseptica is an A-B type toxin composed of N-terminal receptor-binding (B) domain and a C-terminal enzymatically active (A) domain.  Dnt is a Dermonecrosis-inducing toxin stimulates the assembly of actin stress fibers and focal adhesions by deamidating or polyaminating small GTPase Rho.,1,0
2455,40292,Dihydrofolate reductase DfrA,"Dihydrofolate reductase converts dihydrofolate into tetrahydrofolate, a methyl group shuttle required for the de novo synthesis of purines, thymidylic acid, and certain amino acids. (Trimethoprim-resistant dihydrofolate reductase DfrA)",1,0
2652,40292,ParE,"Toxin component of a toxin-antitoxin (TA) module involved in plasmid partition. Acts by inhibiting DNA gyrase, converting supercoiled plasmid DNA into a singly cleaved linear form in an ATP-dependent fashion. To do so it probably interacts with one of the gyrase subunits. Gyrase inhibition is prevented by antitoxin ParD, and is reversed in vitro by incubation with ParD. In cells that have lost the plasmid filamentation and growth inhibition occur; this is suppressed when ParD is supplied in trans. The parDE operon alone is capable of stabilizing an RK2-derived minireplicon under defined growth conditions in several different Gram-negative bacteria. It does so by the post-segregational killing (PSK) of plasmid-free cells, also referred to as a plasmid addiction system.",1,0
2487,40292,PsiB,plasmid SOS inhibition protein B/ recombinase,1,0
2615,40292,listeriolysin S,"Listeriolysin S from Listeria monocytogenes is a peptide haemolysin that contributes to the virulence of L. monocytogenes, the pathogen responsible for the disease listeriosis.",1,0
2490,40292,Mok,"mok, modulation of killing - required for hok translation",1,0
2708,40292,TraG,conjugal transfer mating pair stabilization protein,1,0
2494,40292,TraA,conjugal transfer protein,1,0
2413,40292,toxin A,Clostridium difficile toxin A is a toxin generated by Clostridium difficile.,1,0
2554,40292,Coupling protein TraD,"Conjugative DNA transfer (CDT) is the unidirectional transfer of ssDNA plasmid from a donor to a recipient cell. It is the central mechanism by which antibiotic resistance and virulence factors are propagated in bacterial populations. Couples the transferosome to a type IV secretion system. Probably forms a pore through which single-stranded plasmid DNA is transferred to the secretion system. The last 37 residues are important for determining plasmid specificity and transfer efficiency, with additional specificity conferred by the TraD-TraM pair.",1,0
2648,40292,HicA,"HicA is a toxin part of the HicA/HicB toxin-antitoxin system overexpression of the HicA toxin, which exhibits mRNA interferase activity, causes cleavage of mRNAs and an arrest of cell growth",1,0
2577,40292,lethal factor,LF is a zinc-dependent protease that cleaves mitogen-activated protein kinase kinases (MAPKKs) in their amino-terminal regions. It induces the cytokine-independent shock-like death associated with anthrax.,1,0
2625,40292,CAMP factor,Streptococcus agalactiae CAMP factor is a pore-forming toxin that forms pores in cell membrane by oligomerization. The CAMP factor also binds to the Fc fragments of human IgG and IgM.,1,0
2721,40292,TraN,conjugal transfer mating-pair stabilization protein,1,0
2696,40292,HipA,type II toxin,1,0
2611,40292,vacuolating cytotoxin A,Vacuolating cytotoxin A of Helicobacter pylori is a toxin that induces the formation of vacuoles arising from late endosomal/lysosomal compartments.,1,0
2457,40292,PadR family transcriptional regulator,"transcriptional regulation is the means by which a cell regulates the conversion of DNA to RNA (transcription), thereby orchestrating gene activity.",1,0
2508,40292,delta-hemolysin,"delta-hemolysin is a toxin produced by Staphylococcus aureus that is capable of lysing erythrocytes and other mammalian cells, as well as subcellular structures",1,0
2566,40292,Staphylococcal enterotoxin Q,Staphylococcal enterotoxins are prototype superantigens characterized by their ability to bind to major histocompatibility complex (MHC) class II molecules and subsequently activate a large fraction of T-lymphocytes.,1,0
2567,40292,exotoxin A,The Pseudomonas exotoxin (or exotoxin A) is an ADP-ribosylating exotoxin produced by Pseudomonas aeruginosa,1,0
2451,40292,EcbA,EcbA is a collagen adhesin produced by Enterococcus faecium. This adhesin binds to collagen type V,1,0
2580,40292,HBL-B,"HBL-B is the only protein able to associate productively with the cell membrane, and this binding is followed by the ordered recruitment of first L1 and then L2.The membrane-associated HBL components form a membrane attack complex that causes lysis by a colloid osmotic mechanism.",1,0
2674,40292,Sok,Suppression of killing - a short lived (half-life 30 seconds) RNA antitoxin,1,0
2466,40292,CcdA,antitoxin,1,0
2663,40292,Acinetobacter baumannii ACICU plasmid pACICU1 addiction module antitoxin,an antibody that counteracts a toxin,1,0
2477,40292,pir,replication initiation protein,1,0
2700,40292,MazE,Type II antitoxin,1,0
2647,40292,RelB,"Antitoxin component of a type II toxin-antitoxin (TA) module. Counteracts the effect of cognate toxin RelE via direct protein-protein interaction, preventing RelE from entering the ribosome A site and thus inhibiting its endoribonuclease activity. An autorepressor of relBE operon transcription. 2 RelB dimers bind to 2 operator sequences; DNA-binding and repression is stronger when complexed with toxin/corepressor RelE by conditional cooperativity. Increased transcription rate of relBE and activation of relE is consistent with a lower level of RelB in starved cells due to degradation of RelB by protease Lon.",1,0
2906,40292,tse6*,Tse6 is a T6S integral membrane toxin from Pseudomonas aeruginosa that acts on target cells by degrading the universally essential dinucleotides NAD(+) and NADP(+). Described by Whitney et al. 2015. Tse6* includes an insertion of the PA14_01130 locus.,1,0
2908,40292,Tse6*,Tse6 is a T6S integral membrane toxin from Pseudomonas aeruginosa that acts on target cells by degrading the universally essential dinucleotides NAD(+) and NADP(+). Described by Whitney et al. 2015. Tse6* includes an insertion of the PA14_01130 locus.,1,0
2915,40292,IucA aerobactin siderophore biosynthesis protein,Part of the IucA/IucC gene family catalyzing the biosynthesis of the aerobactin (siderophore) in Shigella flexneri serotype 2a str. 301,1,0
2503,40292,alpha-hemolysin,alpha-hemolysin is a toxin produced by Staphylococcus aureus that forms pores in cell membrane to kill or limit the ability of neutrophils,1,0
2919,40292,FimH,E.coli,1,0
2952,40292,ehxA,Enterohemolysin,1,0
2970,40292,yfaL,yfaL is an autotransporter adhesin found in Escherichia coli K-12 MG1655. It is homologous to Ag43. It greatly increases adhesion to solid surfaces.,1,0
2971,40292,ycgV,ycgV is an autotransporter adhesin found in Escherichia coli K-12 MG1655. It is homologous to Ag43. It greatly increases adhesion to solid surfaces.,1,0
3016,40292,ECs0594,ECs0594 outer membrane protein Escherichia coli O157:H7 str. Sakai.,1,0
3169,40292,Bacillus subtilis fibril,Bacillus subtilis fimrbils consist of TasA and is involved in biofilm formation.,1,0
3074,40292,Pneumolysin,Pneumolysin,1,0
3166,40292,CsgG,Curli secretion channel.,1,0
3236,42418,Ebp pili,"Ebp pili are important for adherence to host extracellular matrix proteins, including fibrinogen and collagen and play a role in biofilm formation",1,0
2973,40292,Hcp1,Hemolysin coregulated protein 1 is a hexameric ring-shaped protein secreted by the type vi secretion system of Pseudomonas aeruginosa and is required for the assembly of the type vi secretion system machinery.,1,0
2974,40292,peb1A,peb1A is an adhesin that also functions as an ABC transporter aspartate/glutamate-binding protein. It comes from the food-borne human pathogen Campylobacter jejuni.,1,0
2975,40292,fimH from Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Facilitates adhesion to mammalian and avian cells.,1,0
2976,40292,ECs0362,ECs0362 is an autotransporter protein that is similar to adhesins involved in diffuse adherence (AIDA). It is found in Escherichia coli O157:H7 str. Sakai.,1,0
2978,40292,SopE2,SopeE2 is a toxin utilized by Salmonella enterica. It is injected by the pathogen through a type III secretion system and exerts its toxic effect by inducing both cytoskeletal and nuclear responses by stimulating GDP/GTP nucleotide exchange in Rho family of small molecular weight GTP-binding proteins. It is also essential for bacterial entry into host cell,1,0
2979,40292,EmaA,A collegen-binding autotransporter adhesin. This protein is found in Aggregatibacter actinomycetemcomitans.,1,0
2980,40292,adhesin of Bartonella quintana strain Toulouse,adhesin of Bartonella quintana strain Toulouse.,1,0
2981,40292,ECs0548,Adhesin from Escherichia coli O157:H7 from the Sakai outbreak.,1,0
2982,40292,adhesin of Escherichia coli O83:H1 strain NRG 857C,adhesin of Escherichia coli O83:H1 strain NRG 857C.,1,0
2983,40292,iucB aerobactin siderophore biosynthesis protein [Escherichia coli],"Catalyzing the biosynthesis of the aerobactin (siderophore) in Escherichia coli including strains: SMS-3-5,",1,0
2984,40293,iucB aerobactin siderophore biosynthesis protein (plasmid) [Escherichia coli],Catalyzing the biosynthesis of the aerobactin (siderophore) in Escherichia coli strains: APEC O103,1,0
2988,40292,iucA [Multispecies: Enterobacteriaceae],Part of the IucA/IucC gene family catalyzing the biosynthesis of the aerobactin (siderophore) in: Escherichia coli SMS-3-5;,1,0
2990,40292,iucA (plasmid) [Escherichia coli],Part of the IucA/IucC gene family catalyzing the biosynthesis of the aerobactin (siderophore) in plasmid within: Escherichia coli chi7122;,1,0
2991,40292,iucA [Escherichia coli],Part of the IucA/IucC gene family catalyzing the biosynthesis of the aerobactin (siderophore) in: Escherichia coli IAI39;,1,0
2993,40292,EAEC TssL,Type six secretion (Tss) L is a protein subunit that forms a membrane complex with TssJ and TssM that localizes at the inner membrane. This inner membrane complex is required to anchor the type VI secretion machinery to the bacterial cell envelope. This TssL is of enteroaggregative Escherichia coli (EAEC),1,0
2994,40292,Pseudomonas aeruginosa TssL1,Type six secretion (Tss) L is a protein subunit that forms a membrane complex with TssJ and TssM that localizes at the inner membrane. This inner membrane complex is required to anchor the type VI secretion machinery to the bacterial cell envelope. This TssL is of Pseudomonas aeruginosa.,1,0
2996,40292,CNFy,cytotoxic necrotizing factor toxin from Yersinia pseudotuberculosis,1,0
2997,40292,IucC [Escherichia coli],Part of the IucA/IucC gene family catalyzing the biosynthesis of the aerobactin (siderophore) in: Escherichia coli SMS-3-5;,1,0
2998,40292,IucC [Multispecies: Enterobacteriaceae],Part of the IucA/IucC gene family catalyzing the biosynthesis of the aerobactin (siderophore) in: Escherichia coli APEC O1;,1,0
2999,40292,adhesin P1 from Mycoplasma pneumoniae M129,adhesin P1 from Mycoplasma pneumoniae M129,1,0
3004,40292,MPN132,MPN132 is a P1 family adhesin found in Mycoplasma pneumoniae M129,1,0
3000,40292,adhesin P1 from Mycoplasma gallisepticum strain R,adhesin P1 from Mycoplasma gallisepticum strain R,1,0
3001,40292,MPN468,MPN468 is a P1 family adhesin found in Mycoplasma pneumoniae M129.,1,0
3002,40292,MPN409,MPN409 is a P1 family adhesin found in Mycoplasma pneumoniae M129.,1,0
3003,40292,MPN500,MPN500 is a P1 family adhesin found in Mycoplasma pneumoniae M129.,1,0
3005,40292,MPN131,MPN131 is a P1 family adhesin found in Mycoplasma pneumoniae M129.,1,0
3006,40292,MPN144,MPN144 is a P1 family adhesin found in Mycoplasma pneumoniae M129.,1,0
3007,40292,MPN286,MPN286 is a P1 family adhesin found in Mycoplasma pneumoniae M129.,1,0
3008,40292,MPN202,MPN202 is a P1 family adhesin found in Mycoplasma pneumoniae M129.,1,0
3009,40292,MPN370,MPN370 is a P1 family adhesin found in Mycoplasma pneumoniae M129.,1,0
3010,40292,YadC,YadC is a fimbrial tip-adhesin from Escherichia coli str. K-12 substrain MG1655.,1,0
3011,40292,sfmH,sfmH is a fimbrial adhesin found in Escherichia coli.,1,0
3012,40292,AufC,AufC is an outer membrane export usher protein.,1,0
3179,40292,FapD,FapD is a part of Fap amyloid adhesins.,1,0
3017,40292,ECs2110,ECs2110 is an outer membrane protein found in Escherichia coli O157:H7 str. Sakai.,1,0
3019,40292,ydeT,ydeT is a fimbrial usher domain-containing Escherichia coli str. K-12 substr. MG1655.,1,0
3020,40292,SfmD of Escherichia coli str. K-12 substrain MG1655,SfmD of Escherichia coli str. K-12 substrain MG1655 codes for a putative fimbrial usher protein.,1,0
